Inches,ScreenResolution,Cpu,Memory,Gpu,OpSys,Price_euros,Ram(GB),Weight(kg),CPT
0.3855421686746989,0.6666666666666666,0.7264957264957266,0.3421052631578947,0.7339449541284404,1.0,0.1967409282700422,0.0967741935483871,0.1695760598503741,0.903177004538578
0.3855421686746989,0.3333333333333333,0.5470085470085471,0.3684210526315789,0.41284403669724773,1.0,0.12235274261603377,0.0967741935483871,0.1620947630922694,0.5234493192133132
0.6626506024096386,0.3846153846153846,0.4957264957264958,0.5263157894736842,0.4954128440366973,0.25,0.06767932489451477,0.0967741935483871,0.2917705735660848,0.16187594553706505
0.63855421686747,0.923076923076923,0.9487179487179488,0.7894736842105263,0.871559633027523,1.0,0.3988945147679324,0.22580645161290322,0.2842892768079801,0.903177004538578
0.3855421686746989,0.6666666666666666,0.8461538461538463,0.5263157894736842,0.7706422018348624,1.0,0.27503797468354424,0.0967741935483871,0.1695760598503741,0.903177004538578
0.6626506024096386,0.15384615384615385,0.27350427350427353,0.23684210526315788,0.11009174311926606,0.5,0.03814345991561181,0.03225806451612903,0.3516209476309227,0.13010590015128592
0.63855421686747,0.923076923076923,0.9059829059829061,0.6052631578947368,0.8165137614678899,0.625,0.33180928270042187,0.22580645161290322,0.3366583541147133,0.903177004538578
0.3855421686746989,0.3333333333333333,0.5470085470085471,0.6052631578947368,0.41284403669724773,1.0,0.16619409282700423,0.0967741935483871,0.1620947630922694,0.5234493192133132
0.4698795180722892,0.3846153846153846,0.6153846153846154,0.7894736842105263,0.3853211009174312,0.5,0.2229535864978903,0.22580645161290322,0.1521197007481297,0.7488653555219364
0.4698795180722892,0.4615384615384615,0.5042735042735044,0.5263157894736842,0.5412844036697249,0.5,0.10059071729957805,0.0967741935483871,0.22693266832917708,0.43116490166414523
0.6626506024096386,0.15384615384615385,0.4957264957264958,0.23684210526315788,0.4954128440366973,0.25,0.03711392405063291,0.03225806451612903,0.2917705735660848,0.16187594553706505
0.6626506024096386,0.3846153846153846,0.2991452991452992,0.23684210526315788,0.43119266055045874,0.25,0.028859071729957806,0.03225806451612903,0.2917705735660848,0.16187594553706505
0.63855421686747,0.923076923076923,0.9316239316239318,0.5263157894736842,0.8623853211009175,1.0,0.3824421940928269,0.22580645161290322,0.2842892768079801,0.903177004538578
0.6626506024096386,0.3846153846153846,0.2991452991452992,0.5263157894736842,0.1743119266055046,0.5,0.05483544303797468,0.03225806451612903,0.37655860349127185,0.23751891074130108
0.2289156626506026,0.4358974358974359,0.6495726495726496,0.5263157894736842,0.6880733944954129,1.0,0.1836962025316456,0.0967741935483871,0.05735660847880303,0.6611195158850227
0.3855421686746989,0.6666666666666666,0.7264957264957266,0.5263157894736842,0.7339449541284404,1.0,0.2269282700421941,0.0967741935483871,0.1695760598503741,0.903177004538578
0.6626506024096386,0.3846153846153846,0.6752136752136753,0.5263157894736842,0.1743119266055046,0.5,0.09637130801687763,0.0967741935483871,0.37655860349127185,0.23751891074130108
0.63855421686747,0.923076923076923,0.9743589743589745,0.7894736842105263,0.9082568807339451,1.0,0.45299578059071727,0.22580645161290322,0.2842892768079801,0.903177004538578
0.6626506024096386,0.3846153846153846,0.3760683760683761,0.3157894736842105,0.3669724770642202,0.25,0.05485232067510548,0.0967741935483871,0.37655860349127185,0.35703479576399394
0.3855421686746989,0.41025641025641024,0.5042735042735044,0.3421052631578947,0.5412844036697249,0.5,0.13586497890295357,0.0967741935483871,0.13216957605985036,0.789712556732224
0.1807228915662651,0.15384615384615385,0.025641025641025644,0.10526315789473684,0.009174311926605505,0.5,0.003021097046413502,0.0,0.07231920199501249,0.0015128593040847202
0.6626506024096386,0.4615384615384615,0.5726495726495727,0.5526315789473684,0.5321100917431193,0.5,0.13924050632911392,0.0967741935483871,0.45137157107231923,0.5279878971255674
0.6626506024096386,0.15384615384615385,0.09401709401709403,0.23684210526315788,0.0,0.25,0.014177215189873419,0.03225806451612903,0.2917705735660848,0.09833585476550681
0.3855421686746989,0.5128205128205128,0.5042735042735044,0.5263157894736842,0.5412844036697249,0.5,0.10886075949367088,0.0967741935483871,0.23192019950124693,0.45234493192133135
0.6626506024096386,0.3846153846153846,0.6153846153846154,0.5263157894736842,0.4954128440366973,0.5,0.08185654008438818,0.0967741935483871,0.30423940149625933,0.3207261724659607
0.6626506024096386,0.15384615384615385,0.2991452991452992,0.3157894736842105,0.43119266055045874,0.5,0.04128945147679325,0.03225806451612903,0.401496259351621,0.23751891074130108
0.3855421686746989,0.3333333333333333,0.5384615384615385,0.3684210526315789,0.41284403669724773,0.625,0.15611814345991562,0.0967741935483871,0.16458852867830426,0.5158850226928896
0.6626506024096386,0.3846153846153846,0.5042735042735044,0.5263157894736842,0.3394495412844037,0.5,0.10565400843881856,0.0967741935483871,0.37655860349127185,0.46747352496217853
0.6626506024096386,0.3846153846153846,0.7350427350427351,0.5789473684210527,0.5412844036697249,0.5,0.18970464135021098,0.0967741935483871,0.2967581047381546,0.6838124054462935
0.8674698795180724,0.3846153846153846,0.5042735042735044,0.3157894736842105,0.44036697247706424,0.5,0.12185654008438818,0.0967741935483871,0.45137157107231923,0.5128593040847201
0.6626506024096386,0.3846153846153846,0.03418803418803419,0.15789473684210525,0.05504587155963303,0.5,0.011981434599156116,0.03225806451612903,0.29925187032418954,0.019667170953101363
0.4698795180722892,0.15384615384615385,0.0,0.10526315789473684,0.0,0.5,0.0042194092827004225,0.0,0.23940149625935164,0.0045385779122541605
0.8674698795180724,0.3846153846153846,0.22222222222222224,0.23684210526315788,0.3394495412844037,0.5,0.04472573839662447,0.03225806451612903,0.5037406483790523,0.15128593040847202
0.3855421686746989,0.717948717948718,0.6153846153846154,0.7894736842105263,0.5412844036697249,0.5,0.2860759493670886,0.22580645161290322,0.12718204488778057,0.789712556732224
0.3855421686746989,0.3333333333333333,0.5384615384615385,0.6052631578947368,0.41284403669724773,0.625,0.1390717299578059,0.0967741935483871,0.16458852867830426,0.5158850226928896
0.4698795180722892,0.15384615384615385,0.11965811965811968,0.15789473684210525,0.027522935779816515,0.5,0.012658227848101267,0.03225806451612903,0.18703241895261846,0.037821482602118005
0.6626506024096386,0.15384615384615385,0.35897435897435903,0.3157894736842105,0.4954128440366973,0.375,0.03257383966244726,0.03225806451612903,0.3516209476309227,0.13010590015128592
0.8674698795180724,0.4615384615384615,0.5042735042735044,0.5526315789473684,0.3394495412844037,0.5,0.13586497890295357,0.0967741935483871,0.5261845386533666,0.5748865355521937
0.6626506024096386,0.15384615384615385,0.4957264957264958,0.3157894736842105,0.4954128440366973,0.5,0.05311223628691983,0.03225806451612903,0.2917705735660848,0.16187594553706505
0.6626506024096386,0.3846153846153846,0.5042735042735044,0.5263157894736842,0.3761467889908257,0.5,0.1189873417721519,0.0967741935483871,0.3516209476309227,0.4205748865355522
0.6626506024096386,0.3846153846153846,0.2991452991452992,0.3157894736842105,0.4954128440366973,0.375,0.03628691983122363,0.03225806451612903,0.3266832917705736,0.11649016641452345
0.6626506024096386,0.4615384615384615,0.8034188034188035,0.763157894736842,0.7522935779816514,0.5,0.22362869198312238,0.22580645161290322,0.4887780548628429,0.6883509833585477
0.6626506024096386,0.15384615384615385,0.4957264957264958,0.3157894736842105,0.3669724770642202,0.375,0.05890126582278481,0.0967741935483871,0.401496259351621,0.21180030257186083
0.6626506024096386,0.4615384615384615,0.5042735042735044,0.5263157894736842,0.5412844036697249,0.5,0.08573839662447258,0.03225806451612903,0.37655860349127185,0.3540090771558245
0.8674698795180724,0.5128205128205128,0.5042735042735044,0.3157894736842105,0.5688073394495413,0.5,0.13924050632911392,0.16129032258064516,0.518703241895262,0.5098335854765507
0.3855421686746989,0.6666666666666666,0.7179487179487181,0.5263157894736842,0.7155963302752294,1.0,0.210126582278481,0.0967741935483871,0.1695760598503741,0.903177004538578
0.6626506024096386,0.15384615384615385,0.2991452991452992,0.3421052631578947,0.43119266055045874,0.25,0.032911392405063286,0.03225806451612903,0.37655860349127185,0.17700453857791226
0.8674698795180724,0.3846153846153846,0.7777777777777779,0.763157894736842,0.724770642201835,0.5,0.18987341772151897,0.0967741935483871,0.6259351620947631,0.8668683812405447
0.6626506024096386,0.3846153846153846,0.4957264957264958,0.5263157894736842,0.1743119266055046,0.5,0.07848101265822785,0.03225806451612903,0.401496259351621,0.23751891074130108
0.8674698795180724,0.15384615384615385,0.2478632478632479,0.3157894736842105,0.22935779816513763,0.5,0.049282700421940925,0.03225806451612903,0.5261845386533666,0.1649016641452345
0.0,0.07692307692307693,0.3162393162393163,0.15789473684210525,0.009174311926605505,0.0,0.024472573839662445,0.03225806451612903,0.0,0.20121028744326777
0.6626506024096386,0.4615384615384615,0.6153846153846154,0.5263157894736842,0.3853211009174312,0.5,0.11257383966244724,0.0967741935483871,0.37655860349127185,0.3540090771558245
0.6626506024096386,0.3846153846153846,0.22222222222222224,0.5263157894736842,0.045871559633027525,0.5,0.037888607594936716,0.03225806451612903,0.2917705735660848,0.09833585476550681
0.3855421686746989,0.3846153846153846,0.6153846153846154,0.7894736842105263,0.5412844036697249,0.5,0.15679324894514768,0.0967741935483871,0.19950124688279303,0.43570347957639943
0.6626506024096386,0.15384615384615385,0.3760683760683761,0.3157894736842105,0.4954128440366973,0.5,0.03544303797468354,0.03225806451612903,0.4264339152119701,0.13010590015128592
0.6626506024096386,0.3846153846153846,0.6153846153846154,0.5263157894736842,0.1926605504587156,0.5,0.1002194092827004,0.0967741935483871,0.35910224438902744,0.34493192133131617
0.6626506024096386,0.3846153846153846,0.2991452991452992,0.3421052631578947,0.43119266055045874,0.5,0.04472573839662447,0.03225806451612903,0.30423940149625933,0.14977307110438728
0.6626506024096386,0.15384615384615385,0.4957264957264958,0.5263157894736842,0.4954128440366973,0.5,0.06956793248945149,0.03225806451612903,0.3266832917705736,0.21482602118003027
0.8674698795180724,0.3846153846153846,0.8034188034188035,0.6842105263157894,0.8899082568807339,0.5,0.38396624472573837,0.22580645161290322,0.43391521197007493,0.9606656580937973
0.6626506024096386,0.3846153846153846,0.2991452991452992,0.5263157894736842,0.43119266055045874,0.375,0.040675105485232066,0.03225806451612903,0.3266832917705736,0.13767019667170954
0.8674698795180724,0.3846153846153846,0.6153846153846154,0.6842105263157894,0.3394495412844037,0.5,0.18987341772151897,0.22580645161290322,0.5261845386533666,0.5748865355521937
0.4698795180722892,0.3846153846153846,0.5042735042735044,0.5263157894736842,0.5412844036697249,0.5,0.1189873417721519,0.0967741935483871,0.2518703241895262,0.44629349470499247
0.4698795180722892,0.4615384615384615,0.35897435897435903,0.5263157894736842,0.4954128440366973,0.25,0.07172995780590717,0.0967741935483871,0.2518703241895262,0.2723146747352496
0.4698795180722892,0.3846153846153846,0.5042735042735044,0.5263157894736842,0.5412844036697249,0.5,0.12945147679324895,0.0967741935483871,0.17705735660847882,0.47503782148260215
0.6626506024096386,0.3846153846153846,0.4957264957264958,0.5263157894736842,0.4954128440366973,0.5,0.08708860759493671,0.0967741935483871,0.2917705735660848,0.16187594553706505
0.6626506024096386,0.3846153846153846,0.8034188034188035,0.7894736842105263,0.6513761467889909,0.5,0.30531645569620247,0.22580645161290322,0.27680798004987534,0.8986384266263238
0.6626506024096386,0.15384615384615385,0.2991452991452992,0.23684210526315788,0.1926605504587156,0.5,0.04467341772151899,0.03225806451612903,0.2917705735660848,0.16187594553706505
0.4698795180722892,0.15384615384615385,0.07692307692307693,0.07894736842105263,0.009174311926605505,0.5,0.009282700421940928,0.03225806451612903,0.18703241895261846,0.015128593040847202
0.6626506024096386,0.3846153846153846,0.4957264957264958,0.3157894736842105,0.4954128440366973,0.5,0.06329113924050633,0.03225806451612903,0.30174563591022446,0.22844175491679275
